blastcode,minename,pitname,benchname,zonename,blastdate,blasttime,rock_name,rock_density,burden,holedia,spacing,hole_depth,sremming_length,bench_height,face_length,hole_angle,total_rows,hole_blasted,expcode,column_charge_density,avg_column_charge_length,avg_col_weight,base_exp_density,avg_base_exp_length,base_exp_weight,booster_length,production_ton_therotical,prodution_therotical_vol,total_explosive_kg,drill_factor,ton_recover,tot_stem,total_drill_mtr,flyrock,air_blast,ppv,total_exp_cost,blast_accessoriesdelay_cost,drillcostperm,drilling_cost,total_drill,man_power_and_accociated_cost,man_power_cost,actual_pf_(ton/kg),theoretical_pf_(ton/kg),frag_over_size,frag_under_size,frag_in_range
2558,Gevra,East Section,Between UK and LK (C) (OB),42 cum shovel CAT and PV,2024-06-17,14:18:59,SANDSTONE,2.35,4.61,381.0,7.74,15.0,6.02,19.0,40.0,0.0,2.0,14,11,1.15,4.76,624.29,0.0,0.0,0,0.8,0.0,0.0,8757.43,0.0,0.0,84.33,210.0,0.0,0.0,6.71,511984.63,4775.4,0.0,0.0,210.0,0.0,0.0,0.0,0.0,10.0,0.0,80.0
2559,Gevra,East Section,Between UK and LK (C) (OB),42 cum shovel CAT and PV,2024-06-16,15:14:18,SANDSTONE,2.35,5.76,381.0,8.23,18.6,6.69,19.0,40.0,0.0,3.0,10,11,1.15,6.09,800.0,0.0,0.0,0,0.8,0.0,0.0,8016.0,0.0,0.0,66.9,186.0,0.0,0.0,6.71,468656.0,4775.4,0.0,0.0,186.0,0.0,0.0,0.0,0.0,10.0,0.0,80.0
2560,Gevra,East Section,Between UK and LK (C) (OB),42 cum shovel CAT and PV,2024-06-13,13:43:24,SANDSTONE,2.35,6.33,381.0,7.14,19.0,6.51,19.0,40.0,0.0,3.0,16,11,1.15,6.48,850.0,0.0,0.0,0,0.8,0.0,0.0,13627.2,0.0,0.0,104.16,304.0,0.0,0.0,6.71,796715.2,4775.4,0.0,0.0,304.0,0.0,0.0,0.0,0.0,10.0,0.0,80.0
2561,Gevra,East Section,Between UK and LK (C) (OB),42 cum shovel CAT and PV,2024-06-12,14:28:08,SANDSTONE,2.35,6.79,381.0,8.82,19.0,6.51,19.0,40.0,0.0,3.0,18,11,1.15,6.48,850.0,0.0,0.0,0,0.8,0.0,0.0,15330.6,0.0,0.0,117.18,342.0,0.0,0.0,6.71,896304.6,4775.4,0.0,0.0,342.0,0.0,0.0,0.0,0.0,10.0,0.0,80.0
2562,Gevra,East Section,Between UK and LK (C) (OB),42 cum shovel CAT and PV,2024-06-02,14:13:18,SANDSTONE,2.35,5.36,381.0,8.34,19.0,6.51,19.0,40.0,0.0,3.0,21,11,1.15,6.48,850.0,0.0,0.0,0,0.8,0.0,0.0,17885.7,0.0,0.0,136.71,399.0,0.0,0.0,6.71,1045688.7,4775.4,0.0,0.0,399.0,0.0,0.0,0.0,0.0,10.0,0.0,80.0
2563,Gevra,East Section,Between UK and LK (C) (OB),42 cum shovel CAT and PV,2024-06-05,14:23:45,SANDSTONE,2.35,5.87,381.0,9.04,15.59,6.11,19.0,40.0,0.0,2.0,11,11,1.15,4.74,622.73,0.0,0.0,0,0.69,0.0,0.0,6863.7,0.0,0.0,67.17,171.5,0.0,0.0,6.71,401286.7,4775.4,0.0,0.0,171.5,0.0,0.0,0.0,0.0,10.0,0.0,80.0
2564,Gevra,East Section,Between UK and LK (C) (OB),42 cum shovel CAT and PV,2024-06-04,14:24:28,SANDSTONE,2.35,16.38,381.0,12.23,19.0,6.69,19.0,40.0,0.0,5.0,24,11,1.15,6.09,800.0,0.0,0.0,0,0.8,0.0,0.0,19238.4,0.0,0.0,160.56,456.0,0.0,0.0,6.71,1124774.4,4775.4,0.0,0.0,456.0,0.0,0.0,0.0,0.0,10.0,0.0,80.0
2580,Gevra,West Section,E & F (coal),16 cum L and T make shovel,2024-06-19,14:03:35,SANDSTONE,2.35,3.67,259.0,4.43,8.25,6.51,9.0,40.0,0.0,4.0,30,11,1.15,1.73,105.0,0.0,0.0,0,0.4,0.0,0.0,3157.5,0.0,0.0,195.3,247.5,0.0,0.0,6.71,185062.5,4775.4,0.0,0.0,247.5,0.0,0.0,0.0,0.0,10.0,0.0,80.0
2581,Gevra,East Section,Between UK and LK (C) (OB),42 cum shovel CAT and PV,2024-06-19,14:49:20,SANDSTONE,2.35,6.42,381.0,7.89,18.75,9.64,19.0,40.0,0.0,3.0,14,11,1.15,6.09,800.0,0.0,0.0,0,0.6,0.0,0.0,11222.4,0.0,0.0,134.96,262.43,0.0,0.0,6.71,656118.4,4775.4,0.0,0.0,262.43,0.0,0.0,0.0,0.0,10.0,0.0,80.0
2582,Gevra,East Section,Between UK and LK (C) (OB),42 cum shovel CAT and PV,2024-06-20,15:13:24,SANDSTONE,2.35,6.12,381.0,7.89,15.0,10.42,19.0,40.0,0.0,5.0,14,11,1.15,4.57,600.0,0.0,0.0,0,0.4,0.0,0.0,8416.8,0.0,0.0,145.88,210.0,0.0,0.0,6.71,492088.8,4775.4,0.0,0.0,210.0,0.0,0.0,0.0,0.0,10.0,0.0,80.0
2583,Gevra,East Section,Between UK and LK (C) (OB),42 cum shovel CAT and PV,2024-06-21,14:11:18,SANDSTONE,2.35,7.19,381.0,8.48,19.0,6.51,19.0,40.0,0.0,3.0,17,11,1.15,6.48,850.0,0.0,0.0,0,0.8,0.0,0.0,14478.9,0.0,0.0,110.67,323.0,0.0,0.0,6.71,846509.9,4775.4,0.0,0.0,323.0,0.0,0.0,0.0,0.0,10.0,0.0,80.0
2584,Gevra,East Section,Between UK and LK (C) (OB),42 cum shovel CAT and PV,2024-06-21,14:49:12,SANDSTONE,2.35,5.98,381.0,9.88,18.5,6.39,19.0,40.0,0.0,2.0,10,11,1.15,6.09,800.0,0.0,0.0,0,0.8,0.0,0.0,8016.0,0.0,0.0,63.9,185.0,0.0,0.0,6.71,468656.0,4775.4,0.0,0.0,185.0,0.0,0.0,0.0,0.0,10.0,0.0,80.0
2585,Gevra,East Section,Between UK and LK (C) (OB),42 cum shovel CAT and PV,2024-06-22,14:35:03,SANDSTONE,2.35,7.08,381.0,9.15,19.0,6.13,19.0,40.0,0.0,4.0,15,11,1.15,6.86,900.0,0.0,0.0,0,0.8,0.0,0.0,13528.35,0.0,0.0,91.95,285.0,0.0,0.0,6.71,791452.35,4775.4,0.0,0.0,285.0,0.0,0.0,0.0,0.0,10.0,0.0,80.0
2621,Gevra,East Section,Between UK and LK (C) (OB),42 cum shovel CAT and PV,2024-07-01,15:18:06,SANDSTONE,2.35,6.5,381.0,6.37,19.0,9.43,19.0,40.0,0.0,3.0,11,11,1.15,6.55,860.0,0.0,0.0,0,0.62,0.0,0.0,9479.69,0.0,0.0,103.73,209.0,0.0,0.0,6.71,554525.29,4775.4,0.0,0.0,209.0,0.0,0.0,0.0,0.0,10.0,0.0,80.0
2622,Gevra,East Section,Between UK and LK (C) (OB),42 cum shovel CAT and PV,2024-07-02,14:39:04,SANDSTONE,2.35,7.17,381.0,9.43,15.0,5.83,19.0,40.0,0.0,3.0,14,11,1.15,4.63,607.14,0.0,0.0,0,0.8,0.0,0.0,8516.9,0.0,0.0,81.66,210.0,0.0,0.0,6.71,497902.9,4775.4,0.0,0.0,210.0,0.0,0.0,0.0,0.0,10.0,0.0,80.0
2623,Gevra,East Section,Between UK and LK (C) (OB),42 cum shovel CAT and PV,2024-07-03,14:24:11,SANDSTONE,2.35,7.47,381.0,9.66,18.21,6.7,19.0,40.0,0.0,3.0,40,11,1.15,6.13,803.75,0.0,0.0,0,0.8,0.0,0.0,32214.52,0.0,0.0,267.87,728.5,0.0,0.0,6.71,1883508.32,4775.4,0.0,0.0,728.5,0.0,0.0,0.0,0.0,10.0,0.0,80.0
2624,Gevra,East Section,Between UK and LK (C) (OB),42 cum shovel CAT and PV,2024-06-30,14:07:49,COAL,2.35,5.74,381.0,8.87,17.0,7.8,15.0,40.0,0.0,3.0,12,11,1.15,5.0,655.0,0.0,0.0,0,0.7,0.0,0.0,7876.08,0.0,0.0,93.54,204.0,0.0,0.0,6.71,460613.28,4775.4,0.0,0.0,204.0,0.0,0.0,0.0,0.0,10.0,0.0,80.0
2625,Gevra,East Section,Between UK and LK (C) (OB),42 cum shovel CAT and PV,2024-06-28,11:42:39,SANDSTONE,2.35,5.09,381.0,8.13,18.0,6.39,19.0,40.0,0.0,2.0,14,11,1.15,6.09,800.0,0.0,0.0,0,0.8,0.0,0.0,11222.84,0.0,0.0,89.46,252.0,0.0,0.0,6.71,656312.44,4775.4,0.0,0.0,252.0,0.0,0.0,0.0,0.0,10.0,0.0,80.0
2626,Gevra,East Section,Between UK and LK (C) (OB),42 cum shovel CAT and PV,2024-06-25,15:05:47,SANDSTONE,2.35,6.96,381.0,8.24,15.0,5.44,15.0,40.0,0.0,3.0,14,11,1.15,5.12,671.43,0.0,0.0,0,0.8,0.0,0.0,9419.08,0.0,0.0,76.2,210.0,0.0,0.0,6.71,550794.28,4775.4,0.0,0.0,210.0,0.0,0.0,0.0,0.0,10.0,0.0,80.0
2646,Gevra,West Section,E & F (coal),16 cum L and T make shovel,2024-07-06,15:14:58,SHALY COAL,2.35,5.59,159.0,4.17,7.0,4.37,6.0,40.0,0.0,3.0,16,11,1.15,2.63,60.0,0.0,0.0,0,0.4,0.0,0.0,961.6,0.0,0.0,69.92,112.0,0.0,0.0,6.71,56097.6,0.0,0.0,0.0,112.0,0.0,0.0,0.0,0.0,10.0,0.0,80.0
2647,Gevra,East Section,Between UK and LK (C) (OB),42 cum shovel CAT and PV,2024-07-07,14:40:58,SANDSTONE,2.35,7.19,381.0,7.75,19.0,6.88,19.0,40.0,0.0,4.0,13,11,1.15,6.35,833.85,0.0,0.0,0,0.8,34805.83,14810.99,10861.58,140.91,34805.83,89.38,247.0,0.0,0.0,6.71,634984.8,1310.4,500.0,123500.0,247.0,0.0,0.0,3.2,3.2,10.0,0.0,80.0
2648,Gevra,East Section,Between E & F and UK (OB),42 cum shovel CAT and PV,2024-07-08,14:37:14,SANDSTONE,2.35,8.5,381.0,11.1,18.91,6.02,19.0,62.92,0.0,2.0,11,11,1.15,6.09,800.0,1.15,0.0,0,0.8,43391.11,18464.3,8818.7,208.6,0.0,66.22,208.01,0.0,0.0,6.71,516006.7,2681.28,0.0,0.0,208.01,16800.0,16800.0,0.0,4.92,1.02,7.84,91.13
2649,Gevra,East Section,Between UK and LK (C) (OB),42 cum shovel CAT and PV,2024-07-08,15:15:33,SANDSTONE,2.35,5.75,381.0,10.17,19.0,6.51,19.0,70.77,0.0,3.0,19,11,1.15,6.48,850.0,0.0,0.0,0,0.8,0.0,0.0,16182.3,0.0,0.0,123.69,361.0,0.0,0.0,6.71,946099.3,4775.4,0.0,0.0,361.0,0.0,0.0,0.0,0.0,10.0,0.0,80.0
2650,Gevra,East Section,Between E & F and UK (OB),42 cum shovel CAT and PV,2024-07-09,13:58:32,SANDSTONE,2.35,4.7,381.0,6.26,19.0,6.88,19.0,32.41,0.0,2.0,9,11,1.15,6.43,843.33,0.0,0.0,0,0.8,16996.68,7232.63,7605.3,99.4,16996.68,61.95,171.0,0.0,0.0,6.71,444690.3,1270.08,500.0,85500.0,171.0,24000.0,24000.0,2.23,2.23,13.0,5.0,77.0
2651,Gevra,East Section,Between E & F and UK (OB),42 cum shovel CAT and PV,2024-07-10,14:36:38,SANDSTONE,2.35,6.96,381.0,8.38,19.0,6.89,19.0,32.07,0.0,3.0,12,11,1.15,6.09,800.0,0.0,0.0,0,0.8,0.0,0.0,9619.2,0.0,0.0,82.68,228.0,0.0,0.0,6.71,562387.2,4775.4,0.0,0.0,228.0,0.0,0.0,0.0,0.0,10.0,0.0,80.0
2652,Gevra,East Section,Between UK and LK (C) (OB),42 cum shovel CAT and PV,2024-07-10,15:05:49,SANDSTONE,2.35,5.72,381.0,7.26,10.0,3.91,10.0,42.76,0.0,6.0,33,11,1.15,2.53,332.42,0.0,0.0,0,0.8,0.0,0.0,10992.77,0.0,0.0,128.95,330.0,0.0,0.0,6.71,643010.57,4775.4,0.0,0.0,330.0,0.0,0.0,0.0,0.0,10.0,0.0,80.0
2653,Gevra,East Section,Between UK and LK (C) (OB),42 cum shovel CAT and PV,2024-07-12,14:44:57,SANDSTONE,2.35,6.33,381.0,8.69,19.03,8.43,19.0,37.27,0.0,4.0,15,11,1.15,6.55,860.0,0.0,0.0,0,0.69,0.0,0.0,12925.5,0.0,0.0,126.45,285.5,0.0,0.0,6.71,755575.5,4775.4,0.0,0.0,285.5,0.0,0.0,0.0,0.0,10.0,0.0,80.0
2654,Gevra,East Section,Between E & F and UK (OB),42 cum shovel CAT and PV,2024-07-14,14:45:38,SANDSTONE,2.35,6.11,381.0,9.18,19.0,6.71,19.0,36.23,0.0,3.0,12,11,1.15,6.48,850.0,0.0,0.0,0,0.8,38414.6,16346.64,10220.4,168.49,0.0,80.52,228.0,0.0,0.0,6.71,597536.4,4775.4,0.0,0.0,228.0,0.0,0.0,0.0,3.76,10.0,0.0,80.0
2663,Gevra,East Section,Between UK and LK (C) (OB),42 cum shovel CAT and PV,2024-07-15,15:10:54,SANDSTONE,2.35,5.3,381.0,7.6,18.08,6.09,19.0,52.2,0.0,2.0,13,11,1.15,6.2,813.85,0.0,0.0,0,0.8,0.0,0.0,10600.9,0.0,0.0,79.21,235.0,0.0,0.0,6.71,619682.9,4775.4,0.0,0.0,235.0,0.0,0.0,0.0,0.0,10.0,0.0,80.0
2664,Gevra,East Section,Between UK and LK (C) (OB),42 cum shovel CAT and PV,2024-07-16,14:30:57,SANDSTONE,2.35,4.21,381.0,8.57,17.88,6.5,19.0,53.67,0.0,2.0,12,11,1.15,6.05,794.17,0.0,0.0,0,0.8,0.0,0.0,9549.1,0.0,0.0,78.05,214.5,0.0,0.0,6.71,558304.1,4775.4,0.0,0.0,214.5,0.0,0.0,0.0,0.0,10.0,0.0,80.0
2676,Gevra,East Section,Between UK and LK (C) (OB),42 cum shovel CAT and PV,2024-07-19,15:11:01,SANDSTONE,2.35,6.39,381.0,9.07,19.0,6.51,19.0,51.3,0.0,2.0,11,11,1.15,6.48,850.0,0.0,0.0,0,0.8,0.0,0.0,9368.7,0.0,0.0,71.61,209.0,0.0,0.0,6.71,547741.7,4775.4,0.0,0.0,209.0,0.0,0.0,0.0,0.0,10.0,0.0,80.0
2677,Gevra,East Section,Between UK and LK (C) (OB),42 cum shovel CAT and PV,2024-07-20,14:40:45,SANDSTONE,2.35,4.38,381.0,8.38,19.0,6.51,19.0,41.72,0.0,2.0,8,11,1.15,6.48,850.0,0.0,0.0,0,0.8,0.0,0.0,6813.6,0.0,0.0,52.08,152.0,0.0,0.0,6.71,398357.6,4775.4,0.0,0.0,152.0,0.0,0.0,0.0,0.0,10.0,0.0,80.0
2678,Gevra,East Section,Between UK and LK (C) (OB),42 cum shovel CAT and PV,2024-07-20,14:12:41,SANDSTONE,2.35,6.88,381.0,7.52,10.47,8.05,10.0,33.27,0.0,5.0,19,11,1.15,2.41,316.36,0.0,0.0,0,0.4,0.0,0.0,6022.9,0.0,0.0,153.04,199.0,0.0,0.0,6.71,352132.43,4775.4,0.0,0.0,199.0,0.0,0.0,0.0,0.0,10.0,0.0,80.0
2680,Gevra,East Section,Between UK and LK (C) (OB),42 cum shovel CAT and PV,2024-07-21,14:31:12,SANDSTONE,2.35,8.5,381.0,7.85,19.0,6.61,19.0,65.48,0.0,2.0,16,11,1.15,1.52,200.0,1.15,3.57,600,0.8,45284.92,19270.18,12825.6,148.96,45284.92,105.76,304.0,0.0,0.0,6.71,749849.6,2336.0,500.0,152000.0,304.0,0.0,16800.0,3.53,3.53,0.57,11.24,88.17
2708,Gevra,East Section,Between UK and LK (C) (OB),42 cum shovel CAT and PV,2024-08-01,15:53:15,SANDSTONE,2.35,4.54,381.0,6.92,7.27,5.88,7.0,40.0,0.0,3.0,11,11,1.15,1.39,182.38,0.0,0.0,0,0.4,9363.65,3984.53,2028.16,117.05,9363.65,64.69,80.0,20.0,0.0,6.71,125457.4,443.52,500.0,40000.0,80.0,0.0,16800.0,4.62,4.62,15.0,25.0,60.0
2712,Gevra,East Section,Between UK and LK (C) (OB),42 cum shovel CAT and PV,2024-08-04,14:07:15,SANDSTONE,2.35,6.74,381.0,9.25,16.5,6.56,19.0,38.0,0.0,3.0,12,11,1.15,5.54,725.77,0.0,0.0,0,0.73,39748.32,16914.18,8726.6,200.75,39748.32,78.68,198.0,12.0,0.0,6.71,510171.3,4032.0,500.0,99000.0,198.0,0.0,16800.0,4.55,4.55,3.0,10.0,87.0
2717,Gevra,East Section,Between E & F and UK (OB),42 cum shovel CAT and PV,2024-08-06,14:37:06,SANDSTONE,2.35,5.91,381.0,8.6,19.0,6.21,19.0,65.21,0.0,4.0,19,11,1.15,6.78,889.78,0.0,0.0,0,0.8,87844.2,37380.51,16939.83,243.34,87844.2,117.99,361.0,17.0,122.0,5.1,990464.3,2920.0,500.0,180500.0,361.0,16800.0,16800.0,5.19,5.19,10.0,0.0,80.0
2728,Gevra,East Section,Between UK and LK (C) (OB),42 cum shovel CAT and PV,2024-08-23,14:00:21,SANDSTONE,2.35,6.0,381.0,6.07,17.73,5.92,19.0,26.75,0.0,3.0,11,11,1.15,5.71,748.86,0.0,0.0,0,0.76,24724.82,10521.2,8253.84,126.79,24724.82,65.1,195.0,12.0,0.0,6.71,482544.2,4179.84,500.0,97500.0,195.0,0.0,16800.0,3.0,3.0,1.0,12.0,87.0
2729,Gevra,East Section,Between UK and LK (C) (OB),42 cum shovel CAT and PV,2024-08-24,14:30:21,SANDSTONE,2.35,7.11,381.0,9.24,16.67,8.6,17.0,52.29,0.0,7.0,30,11,1.15,5.31,696.35,0.0,0.0,0,0.6,96377.38,41011.65,20932.35,192.75,99977.38,257.85,500.0,16.0,127.0,11.07,1223819.0,5523.84,500.0,250000.0,500.0,0.0,14400.0,4.78,4.6,3.5,6.5,87.0
2730,Gevra,East Section,Between UK and LK (C) (OB),42 cum shovel CAT and PV,2024-08-26,14:27:18,SANDSTONE,2.35,7.1,381.0,8.17,18.0,12.8,16.0,41.56,0.0,2.0,2,11,1.4,5.19,829.57,0.0,0.0,0,0.4,25976.97,11054.03,4871.62,240.53,25976.97,51.12,108.0,21.0,135.0,5.0,919493.9,2069.76,500.0,54000.0,108.0,14400.0,14400.0,5.33,5.33,1.0,10.0,89.0
2730,Gevra,East Section,Between UK and LK (C) (OB),42 cum shovel CAT and PV,2024-08-26,14:27:18,SANDSTONE,2.35,4.0,381.0,8.56,18.0,6.38,16.0,41.56,0.0,2.0,4,11,1.15,6.11,800.67,0.0,0.0,0,0.8,25976.97,11054.03,4871.62,240.53,25976.97,51.12,108.0,21.0,135.0,5.0,919493.9,2069.76,500.0,54000.0,108.0,14400.0,14400.0,5.33,5.33,1.0,10.0,89.0
2738,Gevra,East Section,Between UK and LK (C) (OB),42 cum shovel CAT and PV,2024-08-29,14:55:30,SANDSTONE,2.35,9.2,381.0,8.32,18.0,12.11,18.0,40.0,0.0,2.0,12,11,1.15,5.88,770.53,0.0,0.0,0,0.4,55484.13,23610.27,9265.56,256.87,55484.13,145.32,216.0,11.0,127.0,12.01,541982.2,2419.2,500.0,108000.0,216.0,14400.0,14400.0,5.99,5.99,2.0,12.0,86.0
2745,Gevra,East Section,Between UK and LK (C) (OB),42 cum shovel CAT and PV,2024-08-30,13:40:56,SANDSTONE,2.35,7.4,381.0,7.14,19.0,6.01,19.0,39.57,0.0,5.0,17,11,1.15,6.48,850.47,0.0,0.0,0,0.8,83282.4,35439.32,14486.89,257.84,83282.4,102.17,323.0,16.5,135.0,4.7,846970.9,4798.08,500.0,161500.0,323.0,12000.0,12000.0,5.75,5.75,10.0,0.0,80.0
2756,Gevra,East Section,Between UK and LK (C) (OB),42 cum shovel CAT and PV,2024-09-01,15:38:56,SANDSTONE,2.35,6.46,381.0,9.69,19.0,7.01,19.0,57.87,0.0,2.0,7,11,1.15,6.48,850.46,0.0,0.0,0,0.8,52428.03,22309.8,5965.12,394.2,52428.03,49.07,133.0,9.2,0.0,6.71,348748.7,1975.68,500.0,66500.0,133.0,12000.0,12000.0,8.79,8.79,10.0,0.0,80.0
2775,Gevra,East Section,Between UK and LK (C) (OB),42 cum shovel CAT and PV,2024-09-04,13:44:56,SHALY COAL,1.65,8.38,381.0,7.9,15.97,6.46,19.0,39.92,0.0,5.0,19,11,1.15,5.24,687.15,0.0,0.0,0,0.67,57214.0,34675.15,13081.89,188.51,57214.0,122.83,303.5,11.0,125.0,13.09,764813.8,1948.8,500.0,151750.0,303.5,14400.0,14400.0,4.37,4.37,1.0,55.0,44.0
2776,Gevra,East Section,Between UK and LK (C) (OB),42 cum shovel CAT and PV,2024-09-05,14:08:11,SHALY COAL,1.65,3.8,381.0,9.7,19.0,6.51,19.0,107.99,0.0,2.0,13,11,1.15,6.48,850.47,0.0,0.0,0,0.8,26376.03,15985.47,11078.21,106.79,26376.03,84.63,247.0,17.0,0.0,6.71,647683.7,3057.6,500.0,123500.0,247.0,12000.0,12000.0,2.38,2.38,10.0,0.0,80.0
2777,Gevra,East Section,Between E & F and UK (OB),42 cum shovel CAT and PV,2024-09-07,14:58:56,SANDSTONE,2.35,6.26,381.0,10.69,14.98,10.13,15.0,38.82,0.0,6.0,20,11,1.15,4.84,634.45,0.0,0.0,0,0.4,77542.79,32996.93,12714.62,258.91,77542.79,202.56,299.5,14.7,114.8,4.73,743488.3,3035.8,500.0,149750.0,299.5,14400.0,14400.0,6.1,6.1,2.0,9.0,89.0
2778,Gevra,East Section,Between E & F and UK (OB),42 cum shovel CAT and PV,2024-09-08,13:56:50,SANDSTONE,2.35,10.64,381.0,4.17,10.0,8.11,15.0,62.88,0.0,4.0,1,11,1.4,1.87,299.92,0.0,0.0,0,0.4,55395.87,23572.71,16425.4,138.41,55395.87,148.86,400.23,9.0,124.78,8.2,1074181.0,6071.6,500.0,200115.0,400.23,12000.0,12000.0,3.37,3.37,5.0,12.0,83.0
2778,Gevra,East Section,Between E & F and UK (OB),42 cum shovel CAT and PV,2024-09-08,13:56:50,SANDSTONE,2.35,6.72,381.0,7.8,16.97,6.12,15.0,62.88,0.0,4.0,23,11,1.15,5.34,699.78,0.0,0.0,0,0.8,55395.87,23572.71,16425.4,138.41,55395.87,148.86,400.23,9.0,124.78,8.2,1074181.0,6071.6,500.0,200115.0,400.23,12000.0,12000.0,3.37,3.37,5.0,12.0,83.0
2779,Gevra,East Section,Between UK and LK (C) (OB),42 cum shovel CAT and PV,2024-09-09,14:02:21,SANDSTONE,2.35,5.03,381.0,8.68,19.0,6.01,19.0,57.05,0.0,2.0,12,11,1.15,6.48,850.47,0.0,0.0,0,0.0,34834.07,14823.01,10205.64,152.78,0.0,72.12,228.0,0.0,116.2,4.91,588865.43,4192.56,500.0,133000.0,228.0,14400.0,14400.0,0.0,3.41,5.0,1.0,93.0
2780,Gevra,East Section,Between UK and LK (C) (OB),42 cum shovel CAT and PV,2024-09-11,14:26:46,SANDSTONE,2.35,5.15,381.0,10.59,17.18,8.04,19.0,67.77,0.0,2.0,12,11,1.15,5.43,712.76,0.0,0.0,0,0.0,43752.46,18618.07,8553.17,212.29,43752.46,96.46,206.1,21.0,122.0,4.68,493517.9,2851.04,500.0,103050.0,206.1,12000.0,12000.0,5.12,5.12,5.0,13.0,82.0
2782,Gevra,East Section,Between UK and LK (C) (OB),42 cum shovel CAT and PV,2024-09-09,13:54:33,SANDSTONE,2.35,14.0,381.0,15.68,19.0,6.51,19.0,123.03,0.0,2.0,10,11,1.15,6.48,850.46,0.0,0.0,0,0.8,35024.07,14903.86,8521.6,184.34,35024.07,65.1,190.0,9.0,135.0,6.8,498212.4,3035.8,500.0,95000.0,190.0,16800.0,16800.0,4.11,4.11,10.0,0.0,80.0
2783,Gevra,East Section,Between UK and LK (C) (OB),42 cum shovel CAT and PV,2024-09-18,14:23:00,SHALY COAL,1.65,7.76,381.0,6.67,19.0,6.51,19.0,21.21,0.0,5.0,14,11,1.15,6.48,850.46,0.0,0.0,0,0.8,25653.52,15547.59,11930.24,96.44,25653.52,91.14,266.0,58.0,132.0,6.62,547833.8,3689.52,500.0,133000.0,266.0,16800.0,16800.0,2.15,2.15,1.0,13.0,85.0
2786,Gevra,East Section,Between UK and LK (C) (OB),42 cum shovel CAT and PV,2024-09-26,15:03:04,SANDSTONE,2.35,5.64,381.0,9.27,19.0,6.51,19.0,70.43,0.0,2.0,16,11,1.15,6.48,850.46,0.0,0.0,0,0.8,54399.77,23148.84,13636.0,178.95,106186.77,104.16,304.0,12.0,122.0,6.47,626745.2,4318.4,550.0,167200.0,304.0,14400.0,14400.0,7.79,3.99,10.0,0.0,80.0
2835,Gevra,East Section,Between UK and LK (C) (OB),42 cum shovel CAT and PV,2024-10-13,15:03:07,SANDSTONE,2.35,15.02,381.0,9.01,19.0,6.36,19.0,61.24,0.0,4.0,15,11,1.15,6.63,870.13,0.0,0.0,0,0.8,75729.97,32225.52,13078.8,265.72,75729.97,95.4,285.0,0.0,0.0,6.71,600883.3,3773.4,500.0,142500.0,285.0,12000.0,12000.0,5.79,5.79,10.0,0.0,80.0
2836,Gevra,East Section,Between UK and LK (C) (OB),42 cum shovel CAT and PV,2024-10-13,13:38:42,SANDSTONE,2.35,6.36,381.0,7.96,19.0,6.73,19.0,44.44,0.0,3.0,13,11,1.15,6.17,809.04,0.0,0.0,0,0.8,45990.28,19570.33,10539.66,186.2,45990.28,87.49,247.0,0.0,0.0,6.71,484414.7,3946.54,500.0,123500.0,247.0,16800.0,16800.0,4.36,4.36,10.0,0.0,80.0
2837,Gevra,East Section,Between UK and LK (C) (OB),42 cum shovel CAT and PV,2024-10-12,14:20:43,SANDSTONE,2.35,4.93,381.0,8.93,17.43,6.48,19.0,53.58,0.0,3.0,14,11,1.15,5.84,764.91,0.0,0.0,0,0.77,42105.3,17917.15,10730.19,172.56,42105.3,90.65,244.0,16.0,0.0,6.71,492725.4,4250.12,500.0,122000.0,244.0,14400.0,14400.0,3.92,3.92,10.0,0.0,80.0
2838,Gevra,East Section,Between UK and LK (C) (OB),42 cum shovel CAT and PV,2024-10-14,14:33:46,SANDSTONE,2.35,6.95,381.0,7.33,19.0,6.01,19.0,26.74,0.0,2.0,8,11,1.15,6.48,850.46,0.0,0.0,0,0.8,24244.97,10317.01,6817.28,159.51,24244.97,48.08,152.0,0.0,0.0,6.71,313047.9,1928.56,500.0,76000.0,152.0,14400.0,14400.0,3.56,3.56,10.0,0.0,80.0
