blastcode,burden,optimized_burden,spacing,optimized_spacing,total_explosive_kg,optimized_explosive,total_cost,optimized_cost,predicted_frag_in_range,frag_in_range,predicted_oversize,frag_over_size,predicted_ppv,ppv
2527,8.62,7.803529985311877,6.82,4.791072794851365,17885.7,12538.391480310267,1988070.0,1380713.8784740851,17.794273694261577,0.0,1.8533686243626466,0.0,0.42520694886007016,0.0
186,8.6,6.02,9.0,6.3,21471.6,15030.119999999997,2375160.0,1614731.9999999998,-3.515966617464708,0.0,-0.4944387474874665,0.0,0.8030820381293515,0.0
2621,6.5,4.562015144942663,6.37,4.479247483117805,9479.69,6638.1583824079225,1052469.0,715389.181132826,8.125925320255334,0.0,0.7157247329040451,0.0,-0.22705562064230608,0.0
2778,6.72,4.704,7.8,5.46,16425.4,11497.78,1842655.0000000002,1247834.35,63.56855551867199,83.0,3.5585979105615477,5.0,6.9737904061720215,8.2
2663,5.3,4.60923919829589,7.6,5.322157834149708,10600.9,7423.146580572917,1177590.0,813873.8456136459,3.3281935074225615,0.0,0.07378228150952919,0.0,0.008620135741157092,0.0
264,8.0,5.6,10.0,7.0,19606.4,13724.48,2169640.0,1474858.0,9.218801459087441,0.0,1.7152615763096026,0.0,0.24568927471425117,0.0
2626,6.96,4.976911564357944,8.24,6.144652727263432,9419.08,6596.897595295852,1046908.0,715679.7140515152,-1.2546385542330143,0.0,-0.5211672640515854,0.0,0.46055999306813755,0.0
1197,7.01,4.906999999999999,6.11,4.277,10824.24,7576.967999999999,1196424.0,813556.7999999999,6.10455432588541,0.0,0.2363500484562619,0.0,0.1210728258930987,0.0
858,3.9,2.73,4.2,2.94,4750.9,3325.6299999999997,777590.0,480788.0,0.08716807025531166,0.0,0.20999428631750916,0.0,-0.20704238422230317,0.0
2347,3.71,2.597,5.08,3.5559999999999996,3397.0,2377.8999999999996,444200.0,288994.99999999994,-0.29989875219837,0.0,0.07458241977478783,0.0,0.19570523102499252,0.0
1091,8.06,5.981050844530259,8.75,6.162278762766256,16037.12,11226.278516763596,1774712.0,1211993.7551758967,59.706782568358705,80.0,8.300504748776019,10.0,-0.3803099723247108,0.0
1033,6.15,4.64639677711517,8.59,6.194110980651684,10736.85,7522.9806511838415,1239690.0,842735.4853155701,50.017590819630804,80.0,5.994088934246667,10.0,0.9691915232716111,0.0
2203,5.69,4.648350309557298,9.45,6.638697070588757,12465.81,8734.282528253498,1389081.0,955209.2668682877,3.2264547689012497,0.0,0.48686172986649884,0.0,0.69892036421294,0.0
1247,8.59,6.0409147452750025,7.79,6.086205012271122,8403.1,5883.035025708074,935310.0,640500.1089500277,-2.0388617213270206,0.0,-0.22521524157413456,0.0,0.3319258577093019,0.0
1753,7.1,4.97,10.64,7.4479999999999995,10680.64,7476.447999999999,1182064.0,803504.7999999999,21.92151640464453,0.0,2.1228512163237463,0.0,1.0364130771838067,0.0
52,7.0,4.8999999999999995,10.0,7.0,30659.5,21461.649999999998,3397450.0,2308600.0,17.52268190465926,0.0,2.618667146778286,0.0,6.342610122970589,0.0
2430,7.2,5.04,9.3,6.51,11192.4,7834.679999999999,1246490.0,845820.4999999999,2.722258790569356,0.0,0.49832588252299964,0.0,-0.026539671545231496,0.0
834,8.25,6.040112266936865,9.0,6.424914617860168,27270.0,19091.232149631698,2983500.0,2043184.4706631377,24.43616860744437,0.0,3.863820058804328,0.0,-0.8775710855938366,0.0
2779,5.03,3.521,8.68,6.076,10205.64,7143.947999999999,1134564.0,770254.7999999999,53.88279293167913,93.0,4.736825704142445,5.0,2.394099511041406,4.91
2838,6.95,4.899952934232594,7.33,6.080467584292799,6817.28,4776.686724325513,757728.0,522116.8233952509,6.152321912443098,0.0,-0.01524986929132742,0.0,0.07390864536187246,0.0
2730,7.1,4.9773674467922415,8.17,6.063246188399278,4871.62,3410.297763027933,541162.0,369124.0791766083,32.10855446711931,89.0,0.24952709359552228,1.0,2.0453524902262603,5.0
2775,8.38,6.085152227135335,7.9,5.55456573600962,13081.89,9164.317701629952,1459939.0,993909.9033083831,38.902861132097634,44.0,1.0262262621663387,1.0,8.634652533920914,13.09
2267,6.63,4.641,4.88,3.416,9619.2,6733.4400000000005,1085420.0,733859.0,7.003873855962723,0.0,0.6174849530824481,0.0,0.11155852604680752,0.0
237,8.96,7.9000751128366105,10.31,7.279117032815952,17786.37,12479.345891528605,1978137.0,1372124.4520332306,47.66724363604338,80.0,6.229778856915726,10.0,0.03133382897507946,0.0
967,6.69,4.683,9.99,6.992999999999999,21305.5,14913.849999999999,2368050.0,1607759.9999999998,51.011891386781954,80.0,7.241022543777948,10.0,10.17270776162136,20.0
1260,7.66,5.362,8.26,5.781999999999999,16214.98,11350.485999999999,1801998.0,1223493.5999999999,11.472070261836013,0.0,-0.7093331732311285,0.0,-0.10245419338683169,0.0
253,8.5,6.169437009078543,9.0,6.463709369255869,35829.64,25084.346851661394,4000964.0,2726327.1450330806,8.554786074381683,0.0,0.8402060908259313,0.0,0.39968379298980994,0.0
2410,6.98,4.886,7.91,5.537,13610.22,9527.153999999999,1532522.0,1036750.3999999999,-1.0618964483272917,0.0,0.6255895064503699,0.0,1.108057543115747,0.0
1752,8.29,5.802999999999999,9.77,6.8389999999999995,12628.28,8839.796,1395828.0,949149.6,14.738427209227677,0.0,1.4680362835033534,0.0,-0.018982972331607048,0.0
2003,8.18,6.00881504570925,9.98,8.534450006881547,15361.56,10769.471949813737,1707156.0,1184365.0907362422,2.107058884513467,0.0,-0.2843821816997365,0.0,0.04009668465639275,0.0
1199,8.6,6.02,8.3,5.8100000000000005,22550.5,15785.349999999999,2492550.0,1694909.9999999998,6.932307794751004,0.0,0.49706789378372906,0.0,-0.7556680078917561,0.0
2345,6.24,4.62815874466275,8.5,6.046197327735422,8421.36,5906.161531456053,944136.0,644429.1551346731,5.526604212980687,0.0,0.4473914530251673,0.0,-0.22960362481227997,0.0
2204,6.23,4.576275680605438,8.88,6.327729375283154,13884.1,9720.582486214016,1540410.0,1051619.6916560722,11.982437352058088,0.0,2.4759148757069998,0.0,-0.7860706474841734,0.0
2227,5.52,4.61515924960025,5.9,4.139175445598352,2204.8,1545.3933497325702,281480.0,190319.24729368687,-4.079010021219854,0.0,-0.16854026555065335,0.0,0.08257600181173527,0.0
1273,9.52,6.664,6.64,4.648,9769.2,6838.4400000000005,1090920.0,739704.0,2.9259040800621867,0.0,0.36506492574358274,0.0,0.06629763766712064,0.0
2786,5.64,4.612913004936686,9.27,6.512484579033233,13636.0,9577.838931014438,1515600.0,1045122.5928455078,-6.880706603895778,0.0,-0.5454636566715372,0.0,3.2513550361571655,6.47
73,8.0,6.032053901296856,10.0,9.28288943929111,25942.5,18201.92816475142,2879250.0,2019674.6101677828,9.122979082803827,0.7,1.919997292520091,1.4,0.6219312437696015,0.0
567,6.42,4.667390783778565,10.13,10.396504297596726,7216.16,5057.581238733133,797616.0,562464.333706247,47.814820828846265,80.0,5.64842176428719,10.0,-0.2383862822643425,0.0
2583,7.19,5.062754264152176,8.48,6.05330038359601,14478.9,10147.149490054126,1609390.0,1095890.8013942947,-3.026215545743361,0.0,-0.1648972857433406,0.0,-0.24235302893847005,0.0
1108,6.19,4.585767286895468,9.41,6.640614601017868,9287.85,6533.348344164997,1033285.0,707967.9925154671,42.235996422813855,80.0,5.037124226385386,10.0,-0.28668160399510484,0.0
2717,5.91,4.600866651280836,8.6,6.096801843786075,16939.83,11879.438337536056,1874483.0000000002,1287560.7285908738,21.252814508621903,0.0,1.181916378145238,0.0,2.448960693242969,5.1
1223,8.26,5.781999999999999,7.48,5.236,11094.46,7766.1219999999985,1232946.0,837127.1999999998,-0.08453202565668272,0.0,-0.1515888269708531,0.0,0.8540363885465382,0.0
2230,5.85,4.6234782633847935,8.29,6.294376940494995,15787.98,11062.40607690437,1749798.0,1208854.7645713228,-4.650535879127473,0.0,-0.5670491540701397,0.0,-0.10867353994517674,0.0
2680,8.5,5.998437737593068,7.85,6.110794981980748,12825.6,8980.767588828345,1434560.0,981577.6045994979,47.620605839358795,88.17,0.28613456173596996,0.57,1.316956489418791,0.0
808,9.0,6.3,9.5,6.6499999999999995,11061.6,7743.12,1220160.0,830172.0,1.889119810127441,0.0,0.3367837131453005,0.0,-0.8699711096169894,0.0
252,8.0,6.010644006154457,9.0,6.304422544927897,10712.1,7506.328499457439,1191610.0,813999.4361355368,-1.8426891514614274,0.0,0.03860093916584395,0.0,-0.1623905495316198,0.0
659,4.0,2.8,5.0,3.5,721.2,504.84,113520.0,70770.0,-0.5050999714420898,0.0,0.07401586971928234,0.0,0.006830867909635194,0.0
